61.2606,142.655,52.1814,
57.1986,135.373,63.5496,
57.9168,149.256,48.8984,
55.1068,173.072,27.9211,
51.1022,185.029,19.9445,
57.5557,178.715,19.8226,
69.5672,170.307,16.2149,
74.3765,168.733,12.9603,
71.0367,164.128,20.9639,
63.1947,159.141,33.7226,
59.0588,156.82,40.2097,
56.9843,155.688,43.5013,
55.4155,154.451,46.4586,
53.9236,153.081,49.1245,
52.8688,151.544,51.9132,
51.8846,149.95,54.2362,
51.3242,148.215,56.5767,
50.8936,146.378,58.9831,
50.8197,144.37,61.0161,
50.6719,142.389,63.1869,
50.6419,140.39,65.2299,
50.6184,138.393,67.1423,
50.8132,136.261,69.1999,
50.8048,134.085,71.2398,
50.8477,131.867,73.5239,
51.1112,129.482,75.725,
51.2143,127.148,77.9431,
51.2667,124.931,80.1433,
51.297,122.65,82.4565,
51.1932,120.204,84.8571,
51.202,118.003,87.2081,
51.1683,115.712,89.5637,
51.1776,113.282,91.7872,
50.8667,111.261,94.0495,
50.9535,109.107,96.2298,
50.8372,106.831,98.6657,
50.5558,104.747,100.893,
50.4192,103.157,102.958,
50.1633,101.415,104.884,
50.1132,99.7932,106.72,
49.9003,98.0311,108.427,
49.6191,96.8631,110.006,
49.1816,95.53,111.392,
49.2287,94.5998,112.411,
48.7587,93.7826,113.626,
48.515,93.486,114.289,
48.4055,93.0771,114.911,
48.3804,92.5527,115.337,
48.0289,92.842,115.691,
48.0285,92.773,115.345,
47.577,93.1633,115.506,
47.7471,93.7726,114.818,
47.6356,94.3352,114.149,
47.2995,95.5029,113.554,
47.4726,96.5171,112.575,
47.9311,97.4452,111.099,
49.5013,98.0421,108.884,
50.798,99.0295,106.39,
49.5336,100.834,106.139,
47.7489,102.823,105.732,
47.2103,104.685,104.396,
47.3674,106.202,102.75,
47.4127,107.964,100.904,
47.5182,109.512,99.4737,
47.5833,111.124,97.787,
47.5444,112.433,96.1706,
47.3127,114.134,95.0097,
47.1332,115.67,93.5462,
47.423,116.712,92.3601,
49.3235,116.088,91.1005,
54.6393,110.397,91.036,
56.436,106.232,93.3851,
54.3429,111.748,89.9789,
49.1672,118.219,88.6781,
50.5042,117.224,88.5773,
56.288,107.3,92.6133,
55.5291,99.7028,100.812,
57.9212,108.063,90.1285,
61.5315,120.789,73.8615,
66.0165,126.737,63.4265,
59.1024,124.206,72.8245,
51.0699,120.397,84.8483,
53.6035,112.713,89.9409,
55.8518,106.362,94.0434,
56.1948,101.184,98.9545,
57.0734,72.2767,126.746,
55.314,50.5758,150.211,
56.0451,72.8378,127.237,
51.2848,105.299,99.5568,
52.6612,104.268,99.2629,
57.2618,71.6819,127.307,
55.5484,50.1549,150.465,
56.3234,72.799,127.201,
50.3941,107.512,98.3935,
47.2747,118.407,90.698,
47.1558,119.906,89.6536,
47.3646,120.377,88.7423,
47.4013,120.884,88.0907,
47.7892,121.627,87.0778,
48.5328,122.057,85.8287,
57.295,133.512,65.3587,
51.8717,122.55,81.6365,
55.2206,139.703,61.1805,
57.2232,166.262,32.6333,
